location_id,latitude,longitude,elevation,slope,built_up,rainfall,road_density,risk_score,risk_level,priority
1673,17.28,78.56,528.0,0.304,67.2425278799586,87.63791736654338,0.772425278799586,65.4,High,265
5273,17.46,78.56,553.0,0.369,74.79349486611201,87.63791736654338,0.8479349486611201,65.38,High,266
1777,17.285,78.58,522.0,0.098,65.81592925968688,86.0344634604297,0.7581592925968688,65.37,High,267
5865,17.49,78.52,568.0,0.323,70.9311166369761,90.60342545155716,0.809311166369761,65.37,High,268
3721,17.385,78.3,541.0,0.209,57.93888705624164,92.3170321271748,0.6793888705624164,65.36,High,269
1465,17.27,78.52,550.0,0.435,67.93797120535041,90.60342545155716,0.7793797120535041,65.24,High,270
3385,17.365,78.62,494.0,0.393,70.87884548349025,82.78991418004858,0.8087884548349026,65.19,High,271
2681,17.33,78.6,513.0,0.371,71.62626217020461,84.40458373703939,0.8162626217020461,65.18,High,272
1769,17.285,78.54,548.0,0.445,70.8145101177793,89.17398453065434,0.8081451011777931,65.17,High,273
1329,17.265,78.34,545.0,0.085,52.08282311312235,94.18102451020036,0.6208282311312234,65.15,High,274
1569,17.275,78.54,541.0,0.391,67.95983910286714,89.17398453065434,0.7795983910286715,65.12,High,275
5265,17.46,78.52,562.0,0.922,79.01522038086205,90.60342545155716,0.8901522038086205,65.02,High,276
3329,17.365,78.34,553.0,0.882,67.62303089005607,94.18102451020036,0.7762303089005607,65.01,High,277
5769,17.485,78.54,562.0,0.254,70.8145101177803,89.17398453065434,0.808145101177803,65.0,High,278
4449,17.42,78.44,590.0,1.411,85.24357700754892,94.58438383159046,0.9524357700754893,64.94,High,279
2825,17.34,78.32,555.0,0.349,60.7065161710831,93.35575399666972,0.707065161710831,64.93,High,280
1337,17.265,78.38,556.0,0.456,58.61189235229121,95.11287515155512,0.6861189235229121,64.88,High,281
6041,17.5,78.4,572.0,0.472,62.779318262559514,95.19565075102334,0.7277931826255952,64.85,High,282
1137,17.255,78.38,558.0,0.279,55.96958136975704,95.11287515155512,0.6596958136975704,64.82,High,283
2377,17.315,78.58,527.0,0.491,72.72612670461797,86.0344634604297,0.8272612670461796,64.78,High,284
5073,17.45,78.56,541.0,0.746,76.92332174135498,87.63791736654338,0.8692332174135498,64.74,High,285
4185,17.405,78.62,492.0,0.481,70.87884548349047,82.78991418004858,0.8087884548349046,64.68,High,286
2425,17.32,78.32,547.0,0.361,58.260538720625874,93.35575399666972,0.6826053872062587,64.63,High,287
4385,17.415,78.62,496.0,0.388,70.18470731672313,82.78991418004858,0.8018470731672314,64.61,High,288
5841,17.49,78.4,577.0,0.591,65.48079028590107,95.19565075102334,0.7548079028590107,64.52,High,289
1737,17.285,78.38,556.0,0.802,63.68299904407557,95.11287515155512,0.7368299904407557,64.42,High,290
6553,17.525,78.46,573.0,0.195,60.42587486004168,93.90595639097702,0.7042587486004168,64.41,High,291
1873,17.29,78.56,537.0,0.44,69.92105956181857,87.63791736654338,0.7992105956181857,64.38,High,292
3089,17.35,78.64,476.0,0.21,64.9413278565656,81.23170222284651,0.7494132785656559,64.29,High,293
4025,17.4,78.32,577.0,0.213,62.810289294321514,93.35575399666972,0.7281028929432152,64.29,High,294
4433,17.42,78.36,567.0,1.048,71.26186057566595,94.77176177495001,0.8126186057566596,64.26,High,295
1537,17.275,78.38,571.0,0.452,61.193074004926125,95.11287515155512,0.7119307400492613,64.25,High,296
1529,17.275,78.34,551.0,0.234,54.277580035713655,94.18102451020036,0.6427758003571366,64.17,High,297
3889,17.39,78.64,468.0,0.433,66.46226772145711,81.23170222284651,0.7646226772145711,64.16,High,298
4865,17.44,78.52,550.0,1.449,83.3144201273797,90.60342545155716,0.9331442012737969,64.16,High,299
1441,17.27,78.4,580.0,0.433,62.77931826255854,95.19565075102334,0.7277931826255855,64.13,High,300
1553,17.275,78.46,576.0,0.726,69.79406436259228,93.90595639097702,0.7979406436259228,64.12,High,301
4633,17.43,78.36,589.0,0.669,70.14780109403765,94.77176177495001,0.8014780109403764,64.12,High,302
2177,17.305,78.58,531.0,0.388,70.60148299853253,86.0344634604297,0.8060148299853253,64.07,High,303
4345,17.415,78.42,588.0,1.492,83.29290447393326,95.01797403480373,0.9329290447393327,64.01,High,304
1057,17.25,78.48,587.0,0.037,62.51972431266013,93.00002243586103,0.7251972431266013,63.94,High,305
2625,17.33,78.32,557.0,0.367,59.57801826594039,93.35575399666972,0.6957801826594039,63.93,High,306
2281,17.31,78.6,511.0,0.358,68.06262785237737,84.40458373703939,0.7806262785237736,63.74,High,307
1977,17.295,78.58,525.0,0.382,68.28793117461902,86.0344634604297,0.7828793117461902,63.73,High,308
6449,17.52,78.44,579.0,0.305,60.92312824697777,94.58438383159046,0.7092312824697777,63.72,High,309
1625,17.28,78.32,540.0,0.18,51.49739446559766,93.35575399666972,0.6149739446559765,63.7,High,310
1577,17.275,78.58,522.0,0.152,63.21691405651937,86.0344634604297,0.7321691405651938,63.57,High,311
3321,17.365,78.3,541.0,0.396,57.511637991406204,92.3170321271748,0.675116379914062,63.49,High,312
4881,17.44,78.6,515.0,0.542,71.62626217020517,84.40458373703939,0.8162626217020517,63.41,High,313
3793,17.385,78.66,459.0,0.173,61.384338667380575,79.76975306497205,0.7138433866738058,63.3,High,314
2785,17.335,78.62,500.0,0.354,68.02088399261925,82.78991418004858,0.7802088399261924,63.28,High,315
4089,17.4,78.64,476.0,0.399,66.20559859040469,81.23170222284651,0.7620559859040469,63.27,High,316
4129,17.405,78.34,565.0,0.903,67.62303089005624,94.18102451020036,0.7762303089005624,63.24,High,317
4833,17.44,78.36,593.0,0.636,68.78619703358166,94.77176177495001,0.7878619703358166,63.19,High,318
6249,17.51,78.44,573.0,0.644,64.00728073671429,94.58438383159046,0.740072807367143,63.1,High,319
2585,17.325,78.62,500.0,0.293,66.5826756830227,82.78991418004858,0.765826756830227,63.08,High,320
5233,17.46,78.36,597.0,0.393,65.40129521897569,94.77176177495001,0.7540129521897568,63.07,High,321
5081,17.45,78.6,528.0,0.295,69.95270320462282,84.40458373703939,0.7995270320462282,63.01,High,322
5969,17.495,78.54,559.0,0.361,67.95983910286819,89.17398453065434,0.7795983910286818,63.0,High,323
4929,17.445,78.34,598.0,0.202,63.57718001101997,94.18102451020036,0.7357718001101996,62.98,High,324
5433,17.47,78.36,599.0,0.264,63.42503216599075,94.77176177495001,0.7342503216599074,62.93,High,325
4393,17.415,78.66,452.0,0.281,60.35234451842624,79.76975306497205,0.7035234451842625,62.75,High,326
2921,17.345,78.3,556.0,0.182,56.255229212591125,92.3170321271748,0.6625522921259113,62.75,High,327
3993,17.395,78.66,452.0,0.351,61.268522651053416,79.76975306497205,0.7126852265105341,62.6,High,328
2081,17.3,78.6,509.0,0.403,65.98201245423445,84.40458373703939,0.7598201245423446,62.54,High,329
5873,17.49,78.56,544.0,0.392,67.24252787995957,87.63791736654338,0.7724252787995958,62.51,High,330
1825,17.29,78.32,541.0,0.41,53.368655894716724,93.35575399666972,0.6336865589471672,62.49,High,331
4289,17.41,78.64,469.0,0.568,65.69609437145678,81.23170222284651,0.7569609437145678,62.45,High,332
1561,17.275,78.5,574.0,0.7,70.26599902191009,91.88972444162191,0.8026599902191008,62.45,High,333
1049,17.25,78.44,602.0,0.113,60.923128246976674,94.58438383159046,0.7092312824697667,62.36,High,334
1257,17.26,78.48,605.0,0.138,65.71110263650472,93.00002243586103,0.7571110263650472,62.3,High,335
5033,17.45,78.36,611.0,0.378,67.19657467779967,94.77176177495001,0.7719657467779968,62.27,High,336
6457,17.52,78.48,576.0,0.393,62.51972431266127,93.00002243586103,0.7251972431266127,62.26,High,337
4641,17.43,78.4,592.0,1.367,78.21824040635073,95.19565075102334,0.8821824040635073,62.21,High,338
4489,17.42,78.64,467.0,0.583,64.9413278565656,81.23170222284651,0.7494132785656559,62.19,High,339
3921,17.395,78.3,549.0,0.442,57.83167391087296,92.3170321271748,0.6783167391087296,62.19,High,340
3985,17.395,78.62,478.0,1.004,71.29951235350512,82.78991418004858,0.8129951235350512,62.14,High,341
2385,17.315,78.62,506.0,0.217,64.93318808353365,82.78991418004858,0.7493318808353365,62.11,High,342
2185,17.305,78.62,499.0,0.217,63.09536802106317,82.78991418004858,0.7309536802106318,62.1,High,343
2689,17.33,78.64,488.0,0.152,62.74378367027754,81.23170222284651,0.7274378367027754,62.09,High,344
5833,17.49,78.36,579.0,0.409,59.03641360250571,94.77176177495001,0.6903641360250572,62.06,High,345
4121,17.405,78.3,557.0,0.323,57.51163799140635,92.3170321271748,0.6751163799140635,62.02,High,346
4337,17.415,78.38,579.0,1.455,76.11943333942845,95.11287515155512,0.8611943333942845,61.98,High,347
1353,17.265,78.46,591.0,0.569,66.73227562796646,93.90595639097702,0.7673227562796645,61.96,High,348
1153,17.255,78.46,598.0,0.285,63.597975493978375,93.90595639097702,0.7359797549397837,61.93,High,349
937,17.245,78.38,566.0,0.335,53.29540340834636,95.11287515155512,0.6329540340834636,61.91,High,350
1249,17.26,78.44,608.0,0.254,64.00728073671429,94.58438383159046,0.740072807367143,61.9,High,351
1433,17.27,78.36,550.0,0.726,56.67981144390727,94.77176177495001,0.6667981144390727,61.9,High,352
1129,17.255,78.34,549.0,0.279,49.836088438468245,94.18102451020036,0.5983608843846824,61.77,High,353
1449,17.27,78.44,596.0,0.632,67.03772173305104,94.58438383159046,0.7703772173305105,61.71,High,354
2225,17.31,78.32,562.0,0.382,56.772610498856245,93.35575399666972,0.6677261049885624,61.7,High,355
5673,17.48,78.56,560.0,0.4,69.9210595618195,87.63791736654338,0.7992105956181951,61.69,High,356
3289,17.36,78.64,488.0,0.373,65.69609437145655,81.23170222284651,0.7569609437145655,61.65,High,357
6065,17.5,78.52,578.0,0.438,67.93797120535149,90.60342545155716,0.779379712053515,61.51,High,358
5929,17.495,78.34,564.0,0.344,54.27758003571441,94.18102451020036,0.6427758003571441,61.48,High,359
3489,17.37,78.64,465.0,0.777,66.20559859040455,81.23170222284651,0.7620559859040456,61.4,High,360
6657,17.53,78.48,576.0,0.313,59.30709727275935,93.00002243586103,0.6930709727275935,61.33,High,361
3121,17.355,78.3,556.0,0.387,56.983549942945125,92.3170321271748,0.6698354994294513,61.32,High,362
5681,17.48,78.6,518.0,0.276,63.73867552503231,84.40458373703939,0.737386755250323,61.32,High,363
6649,17.53,78.44,584.0,0.323,57.818440968229915,94.58438383159046,0.6781844096822991,61.31,High,364
4321,17.415,78.3,561.0,0.319,56.98354994294535,92.3170321271748,0.6698354994294535,61.26,High,365
3593,17.375,78.66,455.0,0.462,61.26852265105334,79.76975306497205,0.7126852265105335,61.23,High,366
5633,17.48,78.36,587.0,0.517,61.29420880837373,94.77176177495001,0.7129420880837374,61.2,High,367
6137,17.505,78.38,606.0,0.131,58.61189235229213,95.11287515155512,0.6861189235229214,61.13,High,368
5529,17.475,78.34,577.0,0.429,58.40843918786012,94.18102451020036,0.6840843918786012,61.12,High,369
3585,17.375,78.62,480.0,1.091,71.29951235350501,82.78991418004858,0.8129951235350502,61.11,High,370
5777,17.485,78.58,530.0,0.463,65.81592925968779,86.0344634604297,0.7581592925968779,61.1,High,371
6753,17.535,78.46,571.0,0.419,57.2490502194006,93.90595639097702,0.672490502194006,61.08,High,372
4193,17.405,78.66,459.0,0.411,60.922806786205264,79.76975306497205,0.7092280678620526,60.97,High,373
2489,17.32,78.64,496.0,0.08,61.332741617527255,81.23170222284651,0.7133274161752725,60.94,High,374
5177,17.455,78.58,533.0,0.846,72.72612670461868,86.0344634604297,0.8272612670461867,60.86,High,375
6025,17.5,78.32,550.0,0.24,49.54424180068825,93.35575399666972,0.5954424180068825,60.85,High,376
6161,17.505,78.5,570.0,0.768,67.17783947066155,91.88972444162191,0.7717783947066157,60.81,High,377
5377,17.465,78.58,553.0,0.429,70.60148299853331,86.0344634604297,0.8060148299853331,60.8,High,378
6857,17.54,78.48,573.0,0.236,56.105620892928705,93.00002243586103,0.6610562089292871,60.77,High,379
4241,17.41,78.4,550.0,2.292,80.47005572044937,95.19565075102334,0.9047005572044937,60.77,High,380
2889,17.34,78.64,491.0,0.337,63.95242330818312,81.23170222284651,0.7395242330818312,60.68,High,381
1033,17.25,78.36,575.0,0.205,51.782304499558165,94.77176177495001,0.6178230449955817,60.68,High,382
1457,17.27,78.48,590.0,0.731,68.84690209505285,93.00002243586103,0.7884690209505285,60.66,High,383
5737,17.485,78.38,587.0,0.77,63.68299904407644,95.11287515155512,0.7368299904407644,60.6,High,384
953,17.245,78.46,601.0,0.209,60.425874860040544,93.90595639097702,0.7042587486004055,60.59,High,385
841,17.24,78.4,575.0,0.42,54.31447900472159,95.19565075102334,0.6431447900472159,60.59,High,386
1545,17.275,78.42,582.0,1.013,66.6146668581867,95.01797403480373,0.766146668581867,60.51,High,387
5281,17.46,78.6,524.0,0.535,68.06262785237809,84.40458373703939,0.7806262785237807,60.46,High,388
3697,17.38,78.68,454.0,0.096,56.22417571810069,78.44141283104987,0.6622417571810069,60.42,High,389
2721,17.335,78.3,561.0,0.32,55.33735140330579,92.3170321271748,0.6533735140330579,60.41,High,390
1369,17.265,78.54,559.0,0.485,65.00054340836022,89.17398453065434,0.7500054340836021,60.4,High,391
4521,17.425,78.3,564.0,0.335,56.25522921259142,92.3170321271748,0.6625522921259143,60.35,High,392
4441,17.42,78.4,630.0,1.089,79.49533357669235,95.19565075102334,0.8949533357669235,60.28,High,393
1041,17.25,78.4,575.0,0.621,57.16510037431154,95.19565075102334,0.6716510037431154,60.27,High,394
4529,17.425,78.34,573.0,1.031,66.06778528904033,94.18102451020036,0.7606778528904032,60.26,High,395
1169,17.255,78.54,558.0,0.345,61.97116362558531,89.17398453065434,0.7197116362558531,60.22,High,396
6241,17.51,78.4,580.0,0.717,59.996867378512334,95.19565075102334,0.6999686737851234,60.21,High,397
6033,17.5,78.36,578.0,0.499,56.679811443908136,94.77176177495001,0.6667981144390813,60.2,High,398
1377,17.265,78.58,527.0,0.31,60.5226440476412,86.0344634604297,0.7052264404764119,60.14,High,399
5729,17.485,78.34,575.0,0.456,56.39474223188454,94.18102451020036,0.6639474223188454,60.12,High,400
6265,17.51,78.52,585.0,0.323,64.85510376110379,90.60342545155716,0.7485510376110379,60.02,High,401
5385,17.465,78.62,500.0,0.439,63.095368021063855,82.78991418004858,0.7309536802106386,60.01,High,402
1361,17.265,78.5,575.0,0.792,67.17783947066044,91.88972444162191,0.7717783947066045,59.93,High,403
1473,17.27,78.56,538.0,0.619,64.44677672992617,87.63791736654338,0.7444677672992617,59.88,High,404
2241,17.31,78.4,565.0,1.728,72.77712138533673,95.19565075102334,0.8277712138533672,59.82,High,405
6169,17.505,78.54,571.0,0.373,65.00054340836127,89.17398453065434,0.7500054340836128,59.8,High,406
5825,17.49,78.32,556.0,0.382,51.49739446559834,93.35575399666972,0.6149739446559834,59.8,High,407
5937,17.495,78.38,602.0,0.492,61.19307400492702,95.11287515155512,0.7119307400492703,59.8,High,408
6545,17.525,78.42,583.0,0.568,57.79006175061925,95.01797403480373,0.6779006175061926,59.79,High,409
2025,17.3,78.32,554.0,0.626,55.13468301312482,93.35575399666972,0.6513468301312482,59.77,High,410
3193,17.355,78.66,474.0,0.294,60.352344518425994,79.76975306497205,0.7035234451842599,59.72,High,411
2321,17.315,78.3,563.0,0.245,52.98828693035825,92.3170321271748,0.6298828693035825,59.6,High,412
3617,17.38,78.28,541.0,0.407,52.8361454110422,91.09139350189628,0.628361454110422,59.55,High,413
2521,17.325,78.3,567.0,0.268,54.243187941538054,92.3170321271748,0.6424318794153805,59.51,High,414
6337,17.515,78.38,598.0,0.283,55.96958136975799,95.11287515155512,0.6596958136975799,59.5,High,415
833,17.24,78.36,576.0,0.181,49.295593397286375,94.77176177495001,0.5929559339728637,59.49,High,416
2289,17.31,78.64,491.0,0.229,59.73914625594639,81.23170222284651,0.6973914625594639,59.48,High,417
1521,17.275,78.3,541.0,0.228,46.73048445547191,92.3170321271748,0.5673048445547191,59.47,High,418
1241,17.26,78.4,586.0,0.719,59.996867378512334,95.19565075102334,0.6999686737851234,59.4,High,419
5625,17.48,78.32,564.0,0.427,53.36865589471737,93.35575399666972,0.6336865589471737,59.3,High,420
4585,17.425,78.62,490.0,1.029,69.2273760193006,82.78991418004858,0.7922737601930061,59.27,High,421
3217,17.36,78.28,551.0,0.257,52.272838592975226,91.09139350189628,0.6227283859297522,59.26,High,422
737,17.235,78.38,571.0,0.412,50.61724296463979,95.11287515155512,0.606172429646398,59.2,High,423
6369,17.515,78.54,570.0,0.282,61.97116362558639,89.17398453065434,0.719711636255864,59.18,High,424
3825,17.39,78.32,554.0,1.155,63.04993936670319,93.35575399666972,0.730499393667032,59.16,High,425
5425,17.47,78.32,571.0,0.442,55.134683013125425,93.35575399666972,0.6513468301312543,59.15,High,426
1265,17.26,78.52,567.0,0.698,64.85510376110379,90.60342545155716,0.7485510376110379,59.1,High,427
2121,17.305,78.3,562.0,0.239,51.59010591009769,92.3170321271748,0.6159010591009769,59.07,High,428
945,17.245,78.42,592.0,0.516,57.79006175061819,95.01797403480373,0.6779006175061819,59.06,High,429
4097,17.4,78.68,441.0,0.442,56.01856928394226,78.44141283104987,0.6601856928394226,58.99,High,430
753,17.235,78.46,604.0,0.172,57.24905021939948,93.90595639097702,0.6724905021939948,58.89,High,431
4825,17.44,78.32,593.0,0.414,59.57801826594083,93.35575399666972,0.6957801826594082,58.75,High,432
5521,17.475,78.3,563.0,0.177,50.067608636639555,92.3170321271748,0.6006760863663956,58.71,High,433
641,17.23,78.4,581.0,0.382,51.4737518150316,95.19565075102334,0.6147375181503161,58.68,High,434
7057,17.55,78.48,579.0,0.205,52.94527057463407,93.00002243586103,0.6294527057463407,58.63,High,435
5321,17.465,78.3,561.0,0.304,51.59010591009821,92.3170321271748,0.6159010591009821,58.63,High,436
1233,17.26,78.36,570.0,0.657,54.25256818435121,94.77176177495001,0.6425256818435121,58.63,High,437
4689,17.43,78.64,483.0,0.691,63.95242330818351,81.23170222284651,0.7395242330818351,58.62,High,438
4729,17.435,78.34,607.0,0.643,64.93159024708312,94.18102451020036,0.7493159024708312,58.6,High,439
537,17.225,78.38,582.0,0.161,47.96115917397915,95.11287515155512,0.5796115917397915,58.6,High,440
3897,17.39,78.68,451.0,0.356,56.224175718100724,78.44141283104987,0.6622417571810073,58.53,High,441
969,17.245,78.54,567.0,0.231,58.90524871042638,89.17398453065434,0.6890524871042638,58.47,High,442
5129,17.455,78.34,609.0,0.465,62.02380080016426,94.18102451020036,0.7202380080016426,58.42,High,443
4425,17.42,78.32,559.0,1.085,61.62984904569373,93.35575399666972,0.7162984904569373,58.39,High,444
649,17.23,78.44,611.0,0.07,54.72452970301848,94.58438383159046,0.6472452970301847,58.39,High,445
4889,17.44,78.64,482.0,0.663,62.74378367027799,81.23170222284651,0.72743783670278,58.38,High,446
6745,17.535,78.42,590.0,0.45,54.79757073172871,95.01797403480373,0.6479757073172872,58.37,High,447
4593,17.425,78.66,466.0,0.526,59.56558273368408,79.76975306497205,0.6956558273368407,58.34,High,448
849,17.24,78.44,612.0,0.241,57.818440968228806,94.58438383159046,0.6781844096822881,58.33,High,449
6849,17.54,78.44,589.0,0.407,54.72452970301958,94.58438383159046,0.6472452970301958,58.33,High,450
6225,17.51,78.32,551.0,0.395,47.53254176744639,93.35575399666972,0.5753254176744639,58.32,High,451
6561,17.525,78.5,596.0,0.293,60.81712243449469,91.88972444162191,0.708171224344947,58.3,High,452
5577,17.475,78.58,543.0,0.732,68.28793117461902,86.0344634604297,0.7828793117461902,58.27,High,453
4721,17.435,78.3,574.0,0.368,55.33735140330615,92.3170321271748,0.6533735140330615,58.26,High,454
1321,17.265,78.3,542.0,0.25,44.957444966977434,92.3170321271748,0.5495744496697743,58.24,High,455
1425,17.27,78.32,548.0,0.573,49.544241800687544,93.35575399666972,0.5954424180068754,58.18,High,456
5225,17.46,78.32,578.0,0.545,56.7726104988568,93.35575399666972,0.667726104988568,58.15,High,457
1065,17.25,78.52,573.0,0.536,61.71759561783428,90.60342545155716,0.7171759561783427,58.13,High,458
5721,17.485,78.3,562.0,0.164,48.44083886361595,92.3170321271748,0.5844083886361595,58.13,High,459
1273,17.26,78.56,548.0,0.504,61.56722062430393,87.63791736654338,0.7156722062430393,58.1,High,460
1145,17.255,78.42,614.0,0.47,60.77810287087353,95.01797403480373,0.7077810287087354,58.08,High,461
5289,17.46,78.64,497.0,0.299,59.73914625594699,81.23170222284651,0.6973914625594699,58.07,High,462
5185,17.455,78.62,509.0,0.639,64.93318808353428,82.78991418004858,0.7493318808353429,58.0,High,463
5881,17.49,78.6,529.0,0.352,61.36166227060403,84.40458373703939,0.7136166227060403,57.99,High,464
6129,17.505,78.34,575.0,0.452,52.08282311312313,94.18102451020036,0.6208282311312314,57.96,High,465
929,17.245,78.34,555.0,0.491,47.56225754126819,94.18102451020036,0.5756225754126819,57.95,High,466
5481,17.47,78.6,533.0,0.568,65.98201245423522,84.40458373703939,0.7598201245423521,57.92,High,467
5025,17.45,78.32,582.0,0.604,58.26053872062638,93.35575399666972,0.6826053872062638,57.86,High,468
3417,17.37,78.28,556.0,0.368,52.64743684853594,91.09139350189628,0.6264743684853594,57.81,High,469
6465,17.52,78.52,590.0,0.318,61.7175956178354,90.60342545155716,0.717175956178354,57.8,High,470
3497,17.37,78.68,449.0,0.457,56.01856928394215,78.44141283104987,0.6601856928394215,57.8,High,471
6361,17.515,78.5,585.0,0.705,64.0165439881236,91.88972444162191,0.7401654398812361,57.76,High,472
1921,17.295,78.3,554.0,0.421,50.067608636639555,92.3170321271748,0.6006760863663956,57.75,High,473
6233,17.51,78.36,586.0,0.52,54.25256818435121,94.77176177495001,0.6425256818435121,57.72,High,474
465,17.22,78.52,558.0,0.265,52.30475780228224,90.60342545155716,0.6230475780228224,57.69,High,475
6953,17.545,78.46,588.0,0.369,54.09841282812352,93.90595639097702,0.6409841282812352,57.67,High,476
569,17.225,78.54,550.0,0.223,52.789597771990074,89.17398453065434,0.6278959777199008,57.66,High,477
1721,17.285,78.3,547.0,0.443,48.44083886361536,92.3170321271748,0.5844083886361536,57.65,High,478
6321,17.515,78.3,544.0,0.185,43.14241513049477,92.3170321271748,0.5314241513049477,57.62,High,479
6945,17.545,78.42,597.0,0.261,51.829747460477954,95.01797403480373,0.6182974746047796,57.6,High,480
665,17.23,78.52,561.0,0.413,55.4117616899594,90.60342545155716,0.654117616899594,57.58,High,481
5121,17.455,78.3,564.0,0.47,52.988286930358726,92.3170321271748,0.6298828693035872,57.49,High,482
3817,17.39,78.28,541.0,0.643,52.83614541104224,91.09139350189628,0.6283614541104223,57.47,High,483
5689,17.48,78.64,491.0,0.248,56.09345542972089,81.23170222284651,0.6609345542972089,57.45,High,484
6273,17.51,78.56,566.0,0.307,61.56722062430393,87.63791736654338,0.7156722062430393,57.45,High,485
1881,17.29,78.6,521.0,0.679,63.738675525031496,84.40458373703939,0.7373867552503149,57.38,High,486
1345,17.265,78.42,605.0,0.862,63.730536845817156,95.01797403480373,0.7373053684581715,57.32,High,487
5417,17.47,78.28,550.0,0.164,46.60340517646924,91.09139350189628,0.5660340517646923,57.31,High,488
5089,17.45,78.64,494.0,0.526,61.33274161752779,81.23170222284651,0.7133274161752778,57.28,High,489
5217,17.46,78.28,554.0,0.182,47.89316460883638,91.09139350189628,0.5789316460883638,57.28,High,490
3393,17.365,78.66,476.0,0.579,60.9228067862051,79.76975306497205,0.7092280678620511,57.24,High,491
4217,17.41,78.28,571.0,0.197,52.2728385929754,91.09139350189628,0.6227283859297539,57.14,High,492
865,17.24,78.52,571.0,0.498,58.55919743493337,90.60342545155716,0.6855919743493337,57.12,High,493
4921,17.445,78.3,574.0,0.435,54.243187941538466,92.3170321271748,0.6424318794153847,57.12,High,494
3017,17.35,78.28,552.0,0.459,51.71791832083781,91.09139350189628,0.6171791832083782,57.06,High,495
5329,17.465,78.34,585.0,0.882,60.29306243073392,94.18102451020036,0.7029306243073392,57.04,High,496
1073,17.25,78.56,551.0,0.41,58.63662730695193,87.63791736654338,0.6863662730695193,57.04,High,497
2993,17.345,78.66,479.0,0.482,59.56558273368376,79.76975306497205,0.6956558273368376,57.01,High,498
5489,17.47,78.64,499.0,0.288,57.98489923940545,81.23170222284651,0.6798489923940545,57.01,High,499
6425,17.52,78.32,558.0,0.321,45.485186391240816,93.35575399666972,0.5548518639124083,57.0,High,500
4297,17.41,78.68,443.0,0.615,55.61042770019575,78.44141283104987,0.6561042770019575,56.99,High,501
1785,17.285,78.62,519.0,0.257,58.9558567015462,82.78991418004858,0.689558567015462,56.99,High,502
441,17.22,78.4,582.0,0.399,48.669516514504444,95.19565075102334,0.5866951651450445,56.97,High,503
6329,17.515,78.34,570.0,0.514,49.836088438469055,94.18102451020036,0.5983608843846906,56.92,High,504
857,17.24,78.48,606.0,0.363,59.307097272758206,93.00002243586103,0.693070972727582,56.92,High,505
6529,17.525,78.34,566.0,0.443,47.562257541269005,94.18102451020036,0.57562257541269,56.92,High,506
7153,17.555,78.46,582.0,0.366,51.00226573418396,93.90595639097702,0.6100226573418396,56.91,High,507
6073,17.5,78.56,561.0,0.624,64.44677672992717,87.63791736654338,0.7444677672992718,56.79,High,508
1985,17.295,78.62,511.0,0.538,61.09414214710837,82.78991418004858,0.7109414214710837,56.67,High,509
5921,17.495,78.3,558.0,0.29,46.73048445547253,92.3170321271748,0.5673048445547253,56.67,High,510
6633,17.53,78.36,576.0,0.502,49.29559339728726,94.77176177495001,0.5929559339728727,56.67,High,511
6761,17.535,78.5,593.0,0.339,57.612936186863266,91.88972444162191,0.6761293618686326,56.66,High,512
5977,17.495,78.58,533.0,0.787,63.21691405652032,86.0344634604297,0.7321691405652031,56.52,High,513
6641,17.53,78.4,610.0,0.359,54.3144790047226,95.19565075102334,0.643144790047226,56.5,High,514
5193,17.455,78.66,484.0,0.265,56.03649831593041,79.76975306497205,0.6603649831593041,56.45,High,515
729,17.235,78.34,568.0,0.335,45.285040373063524,94.18102451020036,0.5528504037306352,56.44,High,516
673,17.23,78.56,542.0,0.271,52.746655416678415,87.63791736654338,0.6274665541667842,56.44,High,517
4985,17.445,78.62,519.0,0.765,66.58267568302324,82.78991418004858,0.7658267568302324,56.41,High,518
5017,17.45,78.28,557.0,0.312,49.064809553701366,91.09139350189628,0.5906480955370137,56.34,High,519
561,17.225,78.5,567.0,0.581,54.43516273621218,91.88972444162191,0.6443516273621217,56.34,High,520
6433,17.52,78.36,591.0,0.463,51.782304499559054,94.77176177495001,0.6178230449955906,56.29,High,521
5985,17.495,78.62,512.0,0.313,56.70770456697214,82.78991418004858,0.6670770456697214,56.28,High,522
553,17.225,78.46,606.0,0.257,54.09841282812352,93.90595639097702,0.6409841282812352,56.27,High,523
745,17.235,78.42,603.0,0.496,54.79757073172765,95.01797403480373,0.6479757073172765,56.25,High,524
6521,17.525,78.3,545.0,0.221,41.30549554755776,92.3170321271748,0.5130549554755777,56.23,High,525
3913,17.395,78.26,548.0,0.208,47.87465096924112,89.71014759052329,0.5787465096924111,56.19,High,526
337,17.215,78.38,577.0,0.363,45.35101237241834,95.11287515155512,0.5535101237241834,56.15,High,527
6121,17.505,78.3,551.0,0.361,44.95744496697807,92.3170321271748,0.5495744496697808,56.07,High,528
2089,17.3,78.64,503.0,0.337,57.9848992394048,81.23170222284651,0.679848992394048,56.05,High,529
633,17.23,78.36,581.0,0.354,46.817513384105396,94.77176177495001,0.5681751338410539,56.04,High,530
1225,17.26,78.32,562.0,0.489,47.53254176744639,93.35575399666972,0.5753254176744639,56.04,High,531
1177,17.255,78.58,534.0,0.515,57.76456647216181,86.0344634604297,0.677645664721618,56.0,High,532
4793,17.435,78.66,472.0,0.645,58.57405365410184,79.76975306497205,0.6857405365410183,55.99,High,533
