location_id,latitude,longitude,elevation,slope
5929,17.495,78.34,564.0,0.344
5937,17.495,78.38,602.0,0.492
5945,17.495,78.42,560.0,0.717
5953,17.495,78.46,551.0,0.258
5961,17.495,78.5,556.0,0.509
5969,17.495,78.54,559.0,0.361
5977,17.495,78.58,533.0,0.787
5985,17.495,78.62,512.0,0.313
5993,17.495,78.66,511.0,0.536
6001,17.5,78.2,555.0,0.394
6009,17.5,78.24,535.0,0.286
6017,17.5,78.28,551.0,0.235
6025,17.5,78.32,550.0,0.24
6033,17.5,78.36,578.0,0.499
6041,17.5,78.4,572.0,0.472
6049,17.5,78.44,555.0,0.234
6057,17.5,78.48,570.0,0.303
6065,17.5,78.52,578.0,0.438
6073,17.5,78.56,561.0,0.624
6081,17.5,78.6,529.0,0.683
6089,17.5,78.64,512.0,0.566
6097,17.5,78.68,552.0,1.057
6105,17.505,78.22,536.0,0.358
6113,17.505,78.26,537.0,0.235
6121,17.505,78.3,551.0,0.361
6129,17.505,78.34,575.0,0.452
6137,17.505,78.38,606.0,0.131
6145,17.505,78.42,579.0,0.326
6153,17.505,78.46,559.0,0.339
6161,17.505,78.5,570.0,0.768
6169,17.505,78.54,571.0,0.373
6177,17.505,78.58,558.0,0.608
6185,17.505,78.62,517.0,0.334
6193,17.505,78.66,517.0,0.691
6201,17.51,78.2,547.0,0.557
6209,17.51,78.24,530.0,0.232
6217,17.51,78.28,548.0,0.196
6225,17.51,78.32,551.0,0.395
6233,17.51,78.36,586.0,0.52
6241,17.51,78.4,580.0,0.717
6249,17.51,78.44,573.0,0.644
6257,17.51,78.48,566.0,0.265
6265,17.51,78.52,585.0,0.323
6273,17.51,78.56,566.0,0.307
6281,17.51,78.6,550.0,0.585
6289,17.51,78.64,523.0,0.352
6297,17.51,78.68,536.0,0.35
6305,17.515,78.22,535.0,0.244
6313,17.515,78.26,536.0,0.287
6321,17.515,78.3,544.0,0.185
6329,17.515,78.34,570.0,0.514
6337,17.515,78.38,598.0,0.283
6345,17.515,78.42,571.0,0.192
6353,17.515,78.46,564.0,0.367
6361,17.515,78.5,585.0,0.705
6369,17.515,78.54,570.0,0.282
6377,17.515,78.58,553.0,0.438
6385,17.515,78.62,518.0,0.323
6393,17.515,78.66,534.0,0.901
6401,17.52,78.2,537.0,0.132
6409,17.52,78.24,526.0,0.258
6417,17.52,78.28,546.0,0.34
6425,17.52,78.32,558.0,0.321
6433,17.52,78.36,591.0,0.463
6441,17.52,78.4,596.0,0.816
6449,17.52,78.44,579.0,0.305
6457,17.52,78.48,576.0,0.393
6465,17.52,78.52,590.0,0.318
6473,17.52,78.56,570.0,0.66
6481,17.52,78.6,540.0,0.568
6489,17.52,78.64,525.0,0.428
6497,17.52,78.68,544.0,0.185
6505,17.525,78.22,530.0,0.248
6513,17.525,78.26,532.0,0.302
6521,17.525,78.3,545.0,0.221
6529,17.525,78.34,566.0,0.443
6537,17.525,78.38,595.0,0.719
6545,17.525,78.42,583.0,0.568
6553,17.525,78.46,573.0,0.195
6561,17.525,78.5,596.0,0.293
6569,17.525,78.54,575.0,0.685
6577,17.525,78.58,570.0,0.783
6585,17.525,78.62,523.0,0.493
6593,17.525,78.66,551.0,0.337
6601,17.53,78.2,545.0,0.378
6609,17.53,78.24,520.0,0.181
6617,17.53,78.28,536.0,0.419
6625,17.53,78.32,553.0,0.405
6633,17.53,78.36,576.0,0.502
6641,17.53,78.4,610.0,0.359
6649,17.53,78.44,584.0,0.323
6657,17.53,78.48,576.0,0.313
6665,17.53,78.52,593.0,0.405
6673,17.53,78.56,591.0,0.765
6681,17.53,78.6,545.0,2.016
6689,17.53,78.64,535.0,0.714
6697,17.53,78.68,543.0,0.582
6705,17.535,78.22,533.0,0.342
6713,17.535,78.26,529.0,0.228
6721,17.535,78.3,540.0,0.398
6729,17.535,78.34,579.0,0.385
6737,17.535,78.38,624.0,0.507
6745,17.535,78.42,590.0,0.45
6753,17.535,78.46,571.0,0.419
6761,17.535,78.5,593.0,0.339
6769,17.535,78.54,596.0,0.697
6777,17.535,78.58,576.0,0.699
6785,17.535,78.62,536.0,0.855
6793,17.535,78.66,545.0,1.628
6801,17.54,78.2,541.0,0.447
6809,17.54,78.24,519.0,0.029
6817,17.54,78.28,531.0,0.282
6825,17.54,78.32,559.0,0.367
6833,17.54,78.36,593.0,0.609
6841,17.54,78.4,603.0,0.384
6849,17.54,78.44,589.0,0.407
6857,17.54,78.48,573.0,0.236
6865,17.54,78.52,605.0,0.439
6873,17.54,78.56,599.0,0.217
6881,17.54,78.6,615.0,1.226
6889,17.54,78.64,551.0,0.658
6897,17.54,78.68,566.0,1.189
6905,17.545,78.22,525.0,0.244
6913,17.545,78.26,527.0,0.176
6921,17.545,78.3,555.0,0.314
6929,17.545,78.34,567.0,0.68
6937,17.545,78.38,611.0,1.178
6945,17.545,78.42,597.0,0.261
6953,17.545,78.46,588.0,0.369
6961,17.545,78.5,599.0,0.428
6969,17.545,78.54,602.0,0.24
6977,17.545,78.58,596.0,0.126
6985,17.545,78.62,550.0,0.927
6993,17.545,78.66,614.0,0.866
7001,17.55,78.2,533.0,0.332
7009,17.55,78.24,519.0,0.055
7017,17.55,78.28,532.0,0.251
7025,17.55,78.32,548.0,0.431
7033,17.55,78.36,580.0,0.818
7041,17.55,78.4,602.0,0.235
7049,17.55,78.44,598.0,0.378
7057,17.55,78.48,579.0,0.205
7065,17.55,78.52,610.0,0.117
7073,17.55,78.56,586.0,0.672
7081,17.55,78.6,587.0,0.996
7089,17.55,78.64,552.0,0.796
7097,17.55,78.68,587.0,0.534
7105,17.555,78.22,532.0,0.251
7113,17.555,78.26,527.0,0.261
7121,17.555,78.3,536.0,0.344
7129,17.555,78.34,559.0,0.472
7137,17.555,78.38,579.0,0.475
7145,17.555,78.42,599.0,0.644
7153,17.555,78.46,582.0,0.366
7161,17.555,78.5,591.0,0.418
7169,17.555,78.54,601.0,0.503
7177,17.555,78.58,578.0,0.671
7185,17.555,78.62,561.0,0.475
7193,17.555,78.66,576.0,1.124
7201,17.56,78.2,529.0,0.327
7209,17.56,78.24,517.0,0.107
7217,17.56,78.28,532.0,0.201
7225,17.56,78.32,545.0,0.517
7233,17.56,78.36,566.0,0.525
7241,17.56,78.4,594.0,0.323
7249,17.56,78.44,602.0,0.438
7257,17.56,78.48,579.0,0.456
7265,17.56,78.52,602.0,0.391
7273,17.56,78.56,574.0,0.454
7281,17.56,78.6,580.0,0.157
7289,17.56,78.64,574.0,0.71
7297,17.56,78.68,585.0,0.428
7305,17.565,78.22,518.0,0.562
7313,17.565,78.26,534.0,0.249
7321,17.565,78.3,544.0,0.361
7329,17.565,78.34,555.0,0.811
7337,17.565,78.38,598.0,0.777
7345,17.565,78.42,622.0,0.369
7353,17.565,78.46,597.0,0.421
7361,17.565,78.5,607.0,0.486
7369,17.565,78.54,588.0,0.619
7377,17.565,78.58,570.0,0.416
7385,17.565,78.62,565.0,0.149
7393,17.565,78.66,572.0,0.047
7401,17.57,78.2,545.0,0.796
7409,17.57,78.24,516.0,0.204
7417,17.57,78.28,538.0,0.319
7425,17.57,78.32,566.0,0.446
7433,17.57,78.36,592.0,0.878
7441,17.57,78.4,607.0,0.553
7449,17.57,78.44,611.0,0.388
7457,17.57,78.48,596.0,0.764
7465,17.57,78.52,595.0,0.317
7473,17.57,78.56,572.0,0.255
7481,17.57,78.6,589.0,0.107
7489,17.57,78.64,579.0,0.401
7497,17.57,78.68,575.0,0.208
7505,17.575,78.22,513.0,0.345
7513,17.575,78.26,527.0,0.311
7521,17.575,78.3,545.0,0.278
7529,17.575,78.34,588.0,0.765
7537,17.575,78.38,607.0,0.402
7545,17.575,78.42,613.0,0.232
7553,17.575,78.46,595.0,0.58
7561,17.575,78.5,609.0,0.211
7569,17.575,78.54,581.0,0.447
7577,17.575,78.58,563.0,0.329
7585,17.575,78.62,557.0,0.309
7593,17.575,78.66,576.0,0.474
7601,17.58,78.2,530.0,0.941
7609,17.58,78.24,518.0,0.281
7617,17.58,78.28,542.0,0.674
7625,17.58,78.32,555.0,0.591
7633,17.58,78.36,596.0,0.415
7641,17.58,78.4,614.0,0.164
7649,17.58,78.44,612.0,0.081
7657,17.58,78.48,608.0,0.291
7665,17.58,78.52,602.0,0.356
7673,17.58,78.56,577.0,0.596
7681,17.58,78.6,577.0,0.724
7689,17.58,78.64,588.0,0.659
7697,17.58,78.68,577.0,0.89
7705,17.585,78.22,510.0,0.084
7713,17.585,78.26,533.0,0.661
7721,17.585,78.3,545.0,0.108
7729,17.585,78.34,579.0,0.604
7737,17.585,78.38,611.0,0.37
7745,17.585,78.42,613.0,0.182
7753,17.585,78.46,619.0,0.164
7761,17.585,78.5,615.0,0.183
7769,17.585,78.54,600.0,0.155
7777,17.585,78.58,558.0,0.299
7785,17.585,78.62,553.0,0.164
7793,17.585,78.66,590.0,0.5
7801,17.59,78.2,514.0,0.551
7809,17.59,78.24,521.0,0.418
7817,17.59,78.28,563.0,0.301
7825,17.59,78.32,555.0,0.392
7833,17.59,78.36,583.0,0.492
7841,17.59,78.4,613.0,0.16
7849,17.59,78.44,611.0,0.103
7857,17.59,78.48,607.0,0.104
7865,17.59,78.52,587.0,0.653
7873,17.59,78.56,589.0,0.499
7881,17.59,78.6,561.0,0.748
7889,17.59,78.64,558.0,0.924
7897,17.59,78.68,541.0,1.266
7905,17.595,78.22,510.0,0.142
7913,17.595,78.26,546.0,0.59
7921,17.595,78.3,549.0,0.113
7929,17.595,78.34,573.0,0.497
7937,17.595,78.38,614.0,0.294
7945,17.595,78.42,606.0,0.181
7953,17.595,78.46,601.0,0.466
7961,17.595,78.5,607.0,0.367
7969,17.595,78.54,581.0,0.491
7977,17.595,78.58,554.0,0.352
7985,17.595,78.62,551.0,0.055
7993,17.595,78.66,558.0,0.846
8001,17.6,78.2,509.0,0.259
8009,17.6,78.24,523.0,0.496
8017,17.6,78.28,553.0,0.516
8025,17.6,78.32,554.0,0.328
8033,17.6,78.36,596.0,0.868
8041,17.6,78.4,608.0,0.279
8049,17.6,78.44,608.0,0.168
8057,17.6,78.48,604.0,0.174
8065,17.6,78.52,579.0,0.541
8073,17.6,78.56,570.0,1.043
8081,17.6,78.6,548.0,0.67
8089,17.6,78.64,554.0,0.226
8097,17.6,78.68,542.0,0.435
